Year,Rank,Company,Revenues ($ millions),Profit ($ millions)
1959,61,Caterpillar,585.2,32.2
1959,62,Tidewater Oil,552.9,2.6
1959,63,Monsanto,548.0,34.5
1959,64,National Intergroup,540.0,35.8
1959,65,Atlantic Richfield,538.1,33.8
1959,66,AMAX,534.3,18.2
1959,67,Colgate-Palmolive,534.0,21.2
1959,68,BorgWarner,533.0,21.1
1959,69,Allis-Chalmers,532.0,19.7
1959,70,General Mills,529.8,14.7
1959,71,American Cyanamid,525.1,43.8
1959,72,Anaconda,523.1,33.9
1959,73,Standard Brands,519.7,14.7
1959,74,PPG Industries,513.6,32.1
1959,75,Owens-Illinois,508.5,37.8
1959,76,Campbell Soup,501.4,31.5
1959,77,Youngstown Sheet & Tube,499.6,21.5
1959,78,Ralston Purina,493.5,17.5
1959,79,Martin Marietta,483.6,8.9
1959,80,Pure Oil,473.4,28.8
1959,81,Deere,472.6,42.1
1959,82,Bestfoods,470.9,32.5
1959,83,American Motors,470.3,26.1
1959,84,GenCorp,469.8,11.3
1959,85,Crown Zellerbach,468.8,33.2
1959,86,NL Industries,457.6,44.7
1959,87,Reynolds Metals,445.5,38.2
1959,88,McDonnell Douglas,442.4,10.0
1959,89,Sealed Air,434.2,10.0
1959,90,Asarco,417.1,17.3
1959,91,Foremost Dairies,416.4,9.6
1959,92,Nabisco Brands,413.3,22.1
1959,93,Hygrade Food Products,411.5,1.4
1959,94,Weyerhaeuser,410.4,49.6
1959,95,Kaisertech,408.6,25.2
1959,96,Unocal,408.0,25.0
1959,97,Whirlpool,404.6,10.2
1959,98,Morrell (John),401.7,2.3
1959,99,Kennecott,395.4,60.1
1959,100,NCR,393.7,15.5
1959,101,Curtiss-Wright,388.8,25.1
1959,102,BP America,388.1,24.0
1959,103,J.P. Stevens,386.3,5.7
1959,104,Lever Brothers,382.6,10.1
1959,105,Merritt-Chapman & Scott,382.1,9.1
1959,106,United Merchants & Mfrs.,379.3,7.1
1959,107,Carnation,378.6,9.8
1959,108,IPL,377.0,7.4
1959,109,St. Regis,376.8,21.1
1959,110,3M,376.3,43.9
1959,111,Raytheon,375.2,9.4
1959,112,Wyeth,374.9,42.4
1959,113,Sunray DX Oil,372.3,40.7
1959,114,Cudahy,369.0,2.7
1959,115,Babcock & Wilcox,365.9,13.0
1959,116,Combustion Engineering,363.6,8.5
1959,117,Singer,361.9,10.8
1959,118,Hormel Foods,361.0,3.0
1959,119,Pullman,354.5,7.8
1959,120,Beatrice,354.0,7.6
1959,121,American Standard,351.4,10.3
1959,122,Pillsbury,350.6,5.6
1959,123,Philco,340.7,2.9
1959,124,TRW,340.6,9.0
1959,125,Crane,336.2,2.2
1959,126,Sylvania Electric Products,333.3,8.4
1959,127,Chance Vought,333.2,9.0
1959,128,Kimberly-Clark,333.1,24.4
1959,129,Honeywell,328.5,22.6
1959,130,Continental Baking,328.0,8.9
1959,131,Del Monte Foods,325.5,8.4
1959,132,Amstar,323.3,11.6
1959,133,FMC,323.2,16.5
1959,134,Liggett Group,316.1,31.2
1959,135,Quaker Oats,314.5,12.9
1959,136,Coca-Cola,309.2,30.0
1959,137,Manville,304.1,21.9
1959,138,Rath Packing,301.5,1.1
1959,139,"Libby, McNeill & Libby",296.0,2.7
1959,140,ACF Industries,294.9,7.9
1959,141,H.J. Heinz,293.8,9.3
1959,142,Unisys,292.2,6.4
1959,143,Scott Paper,285.0,22.1
1959,144,Avco,282.3,11.6
1959,145,Consolidation Coal,282.2,18.5
1959,146,Ashland,280.1,10.3
1959,147,Altria Group,278.1,17.1
1959,148,CF&I Steel,276.2,2.1
1959,149,Marathon Oil,271.5,32.2
1959,150,Lorillard,270.6,27.0
1959,151,Phelps Dodge,269.9,36.5
1959,152,White Motor,269.5,7.2
1959,153,USG,265.8,40.9
1959,154,Johnson & Johnson,260.3,12.6
1959,155,Oscar Mayer,260.2,4.1
1959,156,Container Corp. of America,259.3,14.5
1959,157,Koppers,258.9,6.6
1959,158,Richfield Oil,257.8,20.1
1959,159,Anheuser-Busch,257.1,10.8
1959,160,Northrop Grumman,256.3,6.8
1959,161,Mead,256.2,10.7
1959,162,M. Lowenstein,255.0,1.6
1959,163,Sherwin-Williams,254.4,15.2
1959,164,Skelly Oil,253.8,27.7
1959,165,Mack Trucks,253.8,7.8
1959,166,Carrier,252.5,7.5
1959,167,A.O. Smith,252.2,7.0
1959,168,J.E. Seagram,251.6,14.5
1959,169,American-Marietta,251.4,17.6
1959,170,Kaiser Industries,250.8,15.0
1959,171,Armstrong Holdings,249.9,13.6
1959,172,Pet,245.1,8.7
1959,173,Furniture Brands Intl.,244.3,7.5
1959,174,Textron,244.2,10.8
1959,175,McGraw-Edison,240.9,10.3
1959,176,Brown Shoe,239.9,8.5
1959,177,Hercules,236.5,17.5
1959,178,Quantum Chemical,233.4,20.1
1959,179,AMF,230.3,11.0
1959,180,Otis Elevator,228.6,2.0
1959,181,Central Soya,226.0,6.7
1959,182,Dresser Industries,225.3,9.9
1959,183,Grumman,225.1,2.5
1959,184,Celanese,223.7,16.7
1959,185,Pfizer,222.7,24.0
1959,186,Kellogg,220.0,18.6
1959,187,Republic Aviation,218.5,5.1
1959,188,Wheeling Pittsburgh,218.4,8.9
1959,189,Genesco,218.1,5.3
1959,190,Glidden,217.4,6.1
1959,191,American Viscose,217.0,7.0
1959,192,Aeroquip-Vickers,216.9,21.4
1959,193,Motorola,216.6,7.4
1959,194,Archer Daniels Midland,215.8,3.9
1959,195,Fruehauf,210.5,-5.5
1959,196,Westvaco,208.1,9.6
1959,197,Merck,206.6,27.7
1959,198,Westinghouse Air Brake,206.3,8.8
1959,199,GATX,206.0,15.4
1959,200,Rockwell-Standard,204.5,9.1
1959,201,Champion International,203.2,6.4
1959,202,Allegheny International,201.7,5.8
1959,203,Schenley Industries,200.6,16.8
1959,204,Eaton,197.8,8.0
1959,205,Sterling Drug,197.8,19.1
1959,206,Budd,194.4,17.3
1959,207,Gillette,193.9,25.6
1959,208,Cannon Mills,191.9,10.8
1959,209,Brunswick,187.8,13.8
1959,210,Crucible Steel,186.4,4.3
1959,211,Hearst Consolidated Publications,185.4,-2.7
1959,212,Studebaker-Worthington,184.2,7.9
1959,213,National Sugar Refining,183.4,2.3
1959,214,Bell Intercontinental,182.9,4.8
1959,215,Dart Industries,182.4,6.3
1959,216,Walter Industries,181.8,3.4
1959,217,Revere Copper & Brass,181.7,2.5
1959,218,Kaiser Steel,181.2,5.4
1959,219,Sunshine Biscuits,180.8,8.1
1959,220,Studebaker,180.7,-13.4
1959,221,Zenith Electronics,180.6,12.1
1959,222,Eli Lilly,180.5,23.7
1959,223,Grinnell,179.8,7.9
1959,224,Foster Wheeler,178.9,2.7
1959,225,Owens Corning,176.8,11.0
1959,226,Rohm & Haas,176.6,14.5
1959,227,BOC,175.3,13.3
1959,228,Chemstrand,173.0,18.4
1959,229,"Parke, Davis",172.6,28.0
1959,230,Newport News Shipbuilding,171.6,6.7
1959,231,McLouth Steel,171.4,10.0
1959,232,Ingersoll-Rand,170.5,26.4
1959,233,Case,170.5,4.3
1959,234,Garrett,170.4,4.1
1959,235,Kelsey-Hayes,170.2,3.6
1959,236,Warner-Lambert,169.3,15.0
1959,237,Champion Papers,169.1,11.5
1959,238,Electric Autolite,168.9,2.8
1959,239,Diamond International,168.8,7.4
1959,240,Dana,168.5,9.9
1959,241,General Precision Equipment,168.3,0.3
1959,242,Blaw-Knox,167.7,6.9
1959,243,General Host,166.1,2.8
1959,244,Cone Mills,165.9,2.9
1959,245,Hershey Foods,164.0,12.7
1959,246,Wesson Oil & Snowdrift,163.6,2.9
1959,247,National Gypsum,163.2,15.6
1959,248,Springs Industries,162.8,10.0
1959,249,Campbell Taggart,162.4,9.1
1959,250,Curtis Publishing,161.6,2.5
1959,251,Dan River,161.3,5.8
1959,252,Admiral,159.9,1.4
1959,253,Stauffer Chemical,159.3,14.5
1959,254,Corning,159.1,17.2
1959,255,Outboard Marine,158.7,9.1
1959,256,Stokely-Van Camp,158.4,2.8
1959,257,Staley Continental,156.9,5.7
1959,258,Union Camp,156.9,15.7
1959,259,Flintkote,156.2,7.5
1959,260,Timken,155.2,11.2
1959,261,Georgia-Pacific,152.4,10.1
1959,262,American Bakeries,152.1,5.2
1959,263,Eastern Gas & Fuel Associates,151.4,7.2
1959,264,Rheem Manufacturing,151.3,0.3
1959,265,Norton,150.0,N.A.
1959,266,Fairchild Engine & Airplane,148.0,-17.4
1959,267,Rohr,147.5,4.0
1959,268,Pharmacia,146.1,20.0
1959,269,GAF,142.8,5.7
1959,270,Clark Equipment,142.6,6.4
1959,271,Tecumseh Products,141.8,6.5
1959,272,Link-Belt,141.7,6.6
1959,273,Alco Products,138.4,4.2
1959,274,Abex,137.6,4.8
1959,275,Kerr-McGee,136.9,5.4
1959,276,PepsiCo,136.8,11.5
1959,277,H.K. Porter,136.6,3.5
1959,278,Keebler,136.4,2.2
1959,279,Bridgeport Brass,135.7,4.7
1959,280,Endicott Johnson,134.6,2.3
1959,281,Pittsburgh Steel,133.9,-0.9
1959,282,Baldwin-Lima-Hamilton,133.2,4.6
1959,283,Anchor Hocking,132.9,7.5
1959,284,Continental Motors,131.4,3.5
1959,285,GK Technologies,130.9,6.5
1959,286,Farmland Industries,129.3,4.6
1959,287,Interlake,128.8,5.3
1959,288,Spencer Kellogg & Sons,128.4,1.2
1959,289,Southern States Cooperative,128.1,6.1
1959,290,Signal Companies,127.5,17.5
1959,291,Hooker Chemical,125.5,10.6
1959,292,ESB,125.5,4.0
1959,293,Granite City Steel,125.3,9.4
1959,294,US Pharmaceuticals,124.1,20.8
1959,295,Ex-Cell-O,123.8,10.7
1959,296,Bemis,121.2,2.6
1959,297,Norton Simon,121.2,4.7
1959,298,Scovill,121.1,-0.1
1959,299,Avon Products,120.1,10.7
1959,300,LTV,119.1,2.6
1959,301,Gerber Products,118.6,7.5
1959,302,AM International,118.5,9.2
1959,303,R.R. Donnelley & Sons,118.2,8.1
1959,304,Simmons,117.4,4.7
1959,305,Interstate Brands,116.9,3.7
1959,306,Abbott Laboratories,116.6,12.9
1959,307,Crown Holdings,116.3,2.2
1959,308,WestPoint Stevens,116.1,3.3
1959,309,American Bosch Arma,115.7,4.8
1959,310,Yale & Towne Manufacturing,115.7,3.6
1959,311,Squibb,115.0,8.1
1959,312,Fibreboard,114.7,4.8
1959,313,Material Service,114.4,11.9
1959,314,Chemetron,114.2,2.0
1959,315,Maxus Energy,114.2,6.5
1959,316,Bristol-Myers Squibb,113.9,7.2
1959,317,Cletrac,113.3,2.6
1959,318,I-T-E Imperial,111.5,3.9
1959,319,Revlon,110.4,9.7
1959,320,Superior Oil,109.8,16.6
1959,321,Inmont,109.5,4.7
1959,322,Cummins,108.8,3.9
1959,323,ITT Rayonier,108.0,3.6
1959,324,Collins Radio,107.6,1.1
1959,325,Rockwell Manufacturing,107.1,7.4
1959,326,Richardson-Vicks,107.0,10.1
1959,327,Maytag,105.8,9.9
1959,328,Thomas J. Lipton,105.2,6.2
1959,329,Sunbeam/Oster,104.9,9.4
1959,330,U.S. Pipe & Foundry,104.7,7.1
1959,331,Ward Foods,104.6,1.2
1959,332,Cincinnati Milacron,104.3,3.0
1959,333,Imcera Group,103.7,5.3
1959,334,Fairmont Foods,103.7,1.4
1959,335,Cerro,103.6,4.0
1959,336,Colorado Milling & Elevator,103.6,1.1
1959,337,Kendall,103.4,3.8
1959,338,Amerada Hess,102.8,22.5
1959,339,Falstaff Brewing,102.3,4.3
1959,340,American Chain & Cable,102.0,4.1
1959,341,Anaconda Wire & Cable,101.6,1.3
1959,342,Vulcan Materials,101.4,6.8
1959,343,National Can,100.7,0.9
1959,344,Lone Star Industries,99.8,16.0
1959,345,Minute Maid,99.6,4.6
1959,346,Sharon Steel,99.6,-0.3
1959,347,Beaunit,99.6,3.4
1959,348,Lukens Steel,98.9,4.2
1959,349,City Products,98.7,5.0
1959,350,Federal-Mogul,98.6,8.6
1959,351,Eagle-Picher Industries,98.1,2.1
1959,352,Allied Mills,97.9,3.1
1959,353,Keystone Consolidated Industries,97.7,6.0
1959,354,Cluett Peabody,97.2,2.8
1959,355,McGraw-Hill,96.2,7.3
1959,356,Beech Aircraft,95.9,3.3
1959,357,Botany Industries,95.1,4.9
1959,358,Carborundum,95.0,3.8
1959,359,Royal McBee,94.9,0.4
1959,360,Potlatch,94.7,6.4
1959,361,Amsted Industries,94.5,4.5
1959,362,Champion Spark Plug,94.3,15.6
1959,363,Copperweld Steel,93.5,2.1
1959,364,Todd Shipyards,93.4,2.8
1959,365,Peabody Coal,92.6,9.8
1959,366,Texas Instruments,92.0,6.0
1959,367,Cosden Petroleum,91.6,5.2
1959,368,Ideal Basic Industries,91.5,17.3
1959,369,Stewart-Warner,91.4,5.1
1959,370,Wm. Wrigley Jr.,91.3,10.2
1959,371,Square D,91.2,5.8
1959,372,Stanley Works,90.7,3.5
1959,373,United Engineering & Foundry,90.6,6.9
1959,374,Island Creek Coal,90.0,4.7
1959,375,Mohasco,89.7,7.6
1959,376,"Fairbanks, Morse",89.7,0.8
1959,377,Joy Technologies,89.5,4.2
1959,378,Thiokol,89.0,3.0
1959,379,Certainteed,88.4,1.9
1959,380,USM,88.0,9.8
1959,381,Safety-Kleen,87.1,2.2
1959,382,Eastern States Farmers' Exch.,87.1,3.7
1959,383,Dole,87.0,3.5
1959,384,Pabst Brewing,86.6,-0.6
1959,385,U.S. Industries,86.4,0.7
1959,386,Great Western Sugar,86.2,6.1
1959,387,Cessna Aircraft,86.2,4.8
1959,388,Plymouth Oil,86.0,4.6
1959,389,Dayco,85.5,1.3
1959,390,New York Times,85.5,1.3
1959,391,Wagner Electric,85.0,4.2
1959,392,Western Publishing Group,84.5,4.7
1959,393,Cyclops Industries,84.2,3.4
1959,394,Interlake Iron,83.7,2.8
1959,395,Litton Industries,83.2,3.7
1959,396,Ruberoid,82.9,4.6
1959,397,Magnavox,82.6,2.6
1959,398,Wyandotte Chemicals,82.1,2.9
1959,399,Lily-Tulip Cup,82.0,6.0
1959,400,Kroehler Manufacturing,81.8,1.4
1959,401,Daystrom,81.7,2.3
1959,402,Trane,81.6,6.0
1959,403,Armstrong Rubber,81.3,3.2
1959,404,Cutler-Hammer,81.0,4.8
1959,405,Riegel Textile,81.0,0.7
1959,406,Pepperell Manufacturing,80.9,1.8
1959,407,Pacific Vegetable Oil,80.9,0.3
1959,408,American Agricultural Chemical,80.3,4.9
1959,409,Sundstrand,80.0,3.3
1959,410,Minnesota & Ontario Paper,79.9,5.0
1959,411,American Optical,79.3,1.7
1959,412,Harbison-Walker Refractories,79.2,8.7
1959,413,Solar Aircraft,78.7,1.6
1959,414,Mesta Machine,78.7,6.8
1959,415,Joslyn Manufacturing & Supply,78.6,3.2
1959,416,Pennwalt Corp,78.6,3.7
1959,417,Tobin Packing,78.3,1.6
1959,418,Hanna Mining,78.1,8.1
1959,419,Walworth,77.3,0.8
1959,420,Harsco,76.9,3.7
1959,421,Consolidated Papers,76.4,6.0
1959,422,Paccar,76.4,2.3
1959,423,Midland-Ross,76.3,3.0
1959,424,Philadelphia & Reading,76.3,7.3
1959,425,Canada Dry,76.2,3.5
1959,426,Hartmarx,76.1,1.8
1959,427,Lehigh Portland Cement,75.8,6.9
1959,428,St. Joseph Lead,75.6,4.0
1959,429,Premcor,75.4,1.4
1959,430,Ceco Industries,75.3,2.1
1959,431,Schering-Plough,75.2,12.5
1959,432,Reichhold Chemicals,74.1,3.4
1959,433,Ryan Aeronautical,73.7,2.3
1959,434,Chicago Pneumatic Tool,73.7,7.5
1959,435,Akzona,73.5,2.0
1959,436,Federal Paper Board,73.3,4.4
1959,437,Crown Central,73.2,-0.5
1959,438,Lear Siegler,73.0,1.2
1959,439,OfficeMax,72.7,3.0
1959,440,Consolidated Cigar,72.7,3.6
1959,441,Butler Manufacturing,72.5,2.6
1959,442,Fuller (W.P.),72.3,0.9
1959,443,Raybestos-Manhattan,72.3,1.9
1959,444,Emerson Electric,72.0,2.5
1959,445,Olivetti Underwood,71.8,-7.1
1959,446,Briggs & Stratton,71.3,6.6
1959,447,Cleveland-Cliffs,71.3,9.0
1959,448,American Petrofina,70.9,0.1
1959,449,Reliance Electric,70.6,3.8
1959,450,Coltec Industries,70.4,-1.9
1959,451,Handy & Harman,70.2,0.8
1959,452,Langendorf United Bakeries,69.9,1.5
1959,453,American Forest Products,69.9,1.7
1959,454,Standard Kollsman Industries,69.5,0.6
1959,455,Anderson-Prichard Oil,69.4,3.8
1959,456,Times Mirror,69.1,2.5
1959,457,Joy Global,68.9,N.A.
1959,458,Robertshaw Controls,68.8,4.0
1959,459,P.R. Mallory,68.3,2.9
1959,460,Champlin Oil & Refining,68.3,7.3
1959,461,Lees (James) & Sons,68.1,3.8
1959,462,Delhi-Taylor Oil,67.8,-1.6
1959,463,Celotex,67.7,3.1
1959,464,Savannah Sugar Refining,67.6,2.3
1959,465,Bibb Manufacturing,67.6,2.2
1959,466,Virginia-Carolina Chemical,67.5,1.7
1959,467,Permanente Cement,67.4,9.4
1959,468,Holly Sugar,67.2,1.5
1959,469,Evans Products,67.1,1.3
1959,470,McCall,67.1,1.1
1959,471,U.S. Hoffman Machinery,66.8,-5.5
1959,472,Carey (Philip) Manufacturing,66.5,2.0
1959,473,Remington Arms,66.3,6.5
1959,474,Gould-National Batteries,66.2,3.0
1959,475,Fuller Brush,65.8,3.3
1959,476,Columbian Carbon,65.6,4.0
1959,477,Atlas Powder,65.6,2.9
1959,478,Tennessee Corp.,65.6,6.5
1959,479,Vitro Corp. of America,65.3,-1.5
1959,480,Polaroid,65.3,7.2
1959,481,Grolier Society,65.0,4.2
1959,482,Standard Pressed Steel,64.8,3.8
1959,483,Commercial Solvents,64.7,1.4
1959,484,American Chicle,64.3,8.4
1959,485,Bulova Watch,63.8,2.2
1959,486,Mansfield Tire & Rubber,63.6,2.3
1959,487,Lear,63.6,1.6
1959,488,Gardner-Denver,63.6,5.5
1959,489,Clevite,63.4,3.1
1959,490,Bigelow-Sanford,63.2,-1.7
1959,491,Laclede Steel,63.2,3.7
1959,492,Suntide Refining,63.0,N.A.
1959,493,Oxford Paper,62.8,2.7
1959,494,Hudson Pulp & Paper,62.8,2.8
1959,495,Miles Laboratories,62.6,4.0
1959,496,Standard Packaging,62.6,2.5
1959,497,Riegel Paper,62.1,3.0
1959,498,Sutherland Paper,62.0,2.2
1959,499,Berkshire Hathaway,62.0,-5.0
1959,500,Blue Bell,61.7,1.7
1960,1,General Motors,"11,233.1",873.1
1960,2,Exxon Mobil,"7,910.7",629.8
1960,3,Ford Motor,"5,356.9",451.4
1960,4,General Electric,"4,349.5",280.2
1960,5,U.S. Steel,"3,643.0",254.6
1960,6,Mobil,"3,092.9",164.0
1960,7,Gulf Oil,"2,713.0",290.5
1960,8,Texaco,"2,678.0",354.3
1960,9,Chrysler,"2,643.0",-5.4
1960,10,Esmark,"2,475.5",19.1
1960,11,AT&T Technologies,"2,314.9",102.2
1960,12,DuPont,"2,114.3",418.7
1960,13,Bethlehem Steel,"2,055.7",117.2
1960,14,Amoco,"1,956.8",139.6
1960,15,CBS,"1,910.7",85.9
1960,16,Armour,"1,869.8",14.1
1960,17,General Dynamics,"1,811.9",31.1
1960,18,Shell Oil,"1,810.0",147.4
1960,19,Boeing,"1,612.2",12.4
1960,20,Kraft,"1,605.7",49.4
1960,21,Goodyear Tire & Rubber,"1,579.3",76.0
1960,22,ChevronTexaco,"1,564.8",253.6
1960,23,Union Carbide,"1,531.3",171.6
1960,24,RCA,"1,388.4",40.1
1960,25,Procter & Gamble,"1,368.5",81.7
1960,26,Navistar International,"1,363.2",76.4
1960,27,Intl. Business Machines,"1,309.8",145.6
1960,28,Lockheed Martin,"1,301.6",8.7
1960,29,Sinclair Oil,"1,232.2",45.5
1960,30,Firestone Tire & Rubber,"1,187.8",64.6
1960,31,ConocoPhillips,"1,163.0",104.6
1960,32,Continental Group,"1,146.5",40.0
1960,33,American Can,"1,107.4",40.9
1960,34,General Telephone & Electronics,"1,081.1",72.3
1960,35,United Technologies,"1,081.0",28.6
1960,36,Republic Steel,"1,076.8",53.9
1960,37,General Foods,"1,053.0",54.1
1960,38,Rockwell Automation,"1,044.9",30.7
1960,39,International Paper,"1,030.2",83.6
1960,40,ARMCO,"1,022.4",77.1
1960,41,Citgo Petroleum,994.9,42.4
1960,42,Sperry,989.6,27.6
1960,43,Uniroyal,976.8,35.6
1960,44,Borden Chemical,941.3,25.5
1960,45,Eastman Kodak,914.1,124.7
1960,46,Douglas Aircraft,883.9,-33.8
1960,47,American Motors,869.9,60.3
1960,48,Alcoa,858.5,55.6
1960,49,Burlington Industries Equity,805.5,27.6
1960,50,Goodrich,771.6,37.6
1960,51,Jones & Laughlin Steel,765.7,29.5
1960,52,ITT Industries,765.6,29.0
1960,53,Caterpillar,742.3,46.5
1960,54,National Intergroup,737.0,54.9
1960,55,Sunoco,735.7,42.8
1960,56,Nabisco Group Holdings,723.7,90.4
1960,57,Honeywell Intl.,719.7,50.0
1960,58,Dow Chemical,705.4,62.9
1960,59,Ryerson Tull,705.1,48.4
1960,60,Olin,702.0,37.4
1960,61,Conoco,685.8,60.3
1960,62,Bendix,683.8,27.4
1960,63,Fortune Brands,681.2,63.2
1960,64,GenCorp,676.9,26.6
1960,65,Bestfoods,671.3,33.2
1960,66,AMAX,668.5,30.8
1960,67,Wilson,655.5,9.6
1960,68,BorgWarner,649.9,39.3
1960,69,Anaconda,632.7,59.2
1960,70,Monsanto,615.4,49.0
1960,71,Youngstown Sheet & Tube,608.1,31.0
1960,72,PPG Industries,606.9,44.1
1960,73,American Cyanamid,583.6,52.3
1960,74,Colgate-Palmolive,582.0,25.3
1960,75,Tidewater Oil,559.4,33.9
1960,76,Owens-Illinois,552.7,40.8
1960,77,General Mills,546.0,16.8
1960,78,Deere,542.5,48.5
1960,79,Atlantic Richfield,541.3,30.2
1960,80,Allis-Chalmers,539.6,22.9
1960,81,Ralston Purina,530.6,17.8
1960,82,NL Industries,530.6,52.5
1960,83,Crown Zellerbach,527.3,42.3
1960,84,Martin Marietta,523.7,11.9
1960,85,American Standard,517.4,21.4
1960,86,3M,500.7,63.6
1960,87,Pure Oil,499.6,28.9
1960,88,Campbell Soup,496.5,34.5
1960,89,Singer,496.1,21.3
1960,90,Raytheon,494.3,13.5
1960,91,Reynolds Metals,489.3,44.8
1960,92,St. Regis,474.4,28.6
1960,93,Sealed Air,469.7,14.8
1960,94,J.P. Stevens,459.4,18.7
1960,95,Weyerhaeuser,458.3,60.4
1960,96,Sunray DX Oil,451.0,43.8
1960,97,Foremost Dairies,440.1,10.5
1960,98,Kennecott,437.2,57.3
1960,99,Morrell (John),436.3,6.1
1960,100,McDonnell Douglas,435.9,10.0
1960,101,Kaisertech,435.6,22.3
1960,102,Standard Brands,434.8,15.9
1960,103,Whirlpool,430.5,20.5
1960,104,Nabisco Brands,429.0,24.5
1960,105,Merritt-Chapman & Scott,427.5,9.0
1960,106,Unocal,423.8,27.5
1960,107,Wyeth,420.8,46.7
1960,108,NCR,419.1,19.1
1960,109,TRW,417.7,9.7
1960,110,United Merchants & Mfrs.,414.7,12.5
1960,111,Hygrade Food Products,414.2,2.7
1960,112,Lever Brothers,409.6,15.2
1960,113,IPL,400.3,8.7
1960,114,Pullman,399.9,13.5
1960,115,Carnation,396.3,10.0
1960,116,Asarco,390.4,28.8
1960,117,Hormel Foods,387.7,5.8
1960,118,BP America,387.4,25.1
1960,119,Studebaker,387.4,28.5
1960,120,Continental Baking,385.9,9.3
1960,121,Beatrice,385.4,8.9
1960,122,Philco,384.2,7.2
1960,123,Honeywell,381.4,29.4
1960,124,Manville,377.6,31.6
1960,125,Kimberly-Clark,368.2,26.3
1960,126,Pillsbury,359.7,7.9
1960,127,Unisys,358.1,7.1
1960,128,Cudahy,354.2,2.6
1960,129,Del Monte Foods,346.3,11.8
1960,130,Marathon Oil,344.8,38.6
1960,131,FMC,342.9,20.6
1960,132,Coca-Cola,342.3,33.6
1960,133,White Motor,333.1,14.2
1960,134,Babcock & Wilcox,332.1,15.9
1960,135,Curtiss-Wright,329.2,14.3
1960,136,Combustion Engineering,325.9,7.0
1960,137,American-Marietta,323.6,24.0
1960,138,Mead,323.6,13.5
1960,139,Container Corp. of America,322.3,19.6
1960,140,Quaker Oats,322.2,13.2
1960,141,Otis Elevator,321.7,11.0
1960,142,Liggett Group,317.6,30.0
1960,143,H.J. Heinz,316.9,11.1
1960,144,Crane,310.2,6.5
1960,145,Amstar,310.1,10.1
1960,146,Textron,308.2,16.6
1960,147,Aeroquip-Vickers,306.7,53.7
1960,148,Avco,306.0,9.6
1960,149,USG,301.0,46.3
1960,150,Ashland,300.6,14.3
1960,151,Johnson & Johnson,297.7,15.4
1960,152,Mack Trucks,297.4,15.8
1960,153,Scott Paper,297.2,24.8
1960,154,"Libby, McNeill & Libby",296.2,5.8
1960,155,Anheuser-Busch,296.0,13.0
1960,156,Altria Group,292.5,17.5
1960,157,Armstrong Holdings,290.6,19.2
1960,158,Motorola,289.5,14.2
1960,159,Grumman,289.0,4.9
1960,160,Eaton,287.3,17.3
1960,161,Phelps Dodge,285.6,33.5
1960,162,Central Soya,285.0,6.9
1960,163,Rockwell-Standard,284.1,19.1
1960,164,McGraw-Edison,283.9,15.0
1960,165,AMF,283.7,19.0
1960,166,A.O. Smith,283.6,11.5
1960,167,Hercules,283.6,23.4
1960,168,Furniture Brands Intl.,283.3,9.2
1960,169,Consolidation Coal,282.0,20.5
1960,170,CF&I Steel,280.3,4.4
1960,171,Lorillard,279.7,28.3
1960,172,Brown Shoe,276.5,11.6
1960,173,Genesco,276.4,8.6
1960,174,Sherwin-Williams,275.4,17.5
1960,175,Brunswick,275.1,26.9
1960,176,Rath Packing,273.9,1.8
1960,177,Pet,271.4,9.0
1960,178,Richfield Oil,269.9,28.1
1960,179,Quantum Chemical,268.1,25.1
1960,180,Celanese,265.2,22.6
1960,181,Carrier,263.4,8.3
1960,182,Northrop Grumman,262.9,7.3
1960,183,Timken,262.1,29.9
1960,184,Oscar Mayer,260.2,6.3
1960,185,M. Lowenstein,259.7,4.8
1960,186,Skelly Oil,257.7,28.0
1960,187,J.E. Seagram,256.4,13.6
1960,188,Chance Vought,254.7,4.9
1960,189,Pfizer,253.7,24.9
1960,190,Fruehauf,249.7,13.0
1960,191,Revere Copper & Brass,245.8,10.1
1960,192,Kellogg,242.4,19.3
1960,193,Koppers,240.3,5.4
1960,194,Zenith Electronics,239.8,16.6
1960,195,American Viscose,239.8,15.2
1960,196,Archer Daniels Midland,239.4,5.4
1960,197,Champion International,238.7,13.4
1960,198,Westvaco,233.1,23.6
1960,199,Dresser Industries,232.3,9.2
1960,200,Allegheny International,230.7,11.3
1960,201,Diamond International,228.8,10.3
1960,202,Stauffer Chemical,228.1,22.2
1960,203,Budd,227.1,24.0
1960,204,Dart Industries,227.0,8.8
1960,205,National Gypsum,226.3,25.6
1960,206,H.K. Porter,226.0,6.7
1960,207,Flintkote,221.1,14.3
1960,208,Dana,220.4,18.2
1960,209,Crucible Steel,219.2,6.1
1960,210,Merck,216.9,30.0
1960,211,Rohm & Haas,215.9,23.2
1960,212,General Precision Equipment,215.6,4.2
1960,213,Kaiser Industries,214.5,15.7
1960,214,Owens Corning,211.3,16.2
1960,215,Westinghouse Air Brake,209.4,11.4
1960,216,Gillette,209.3,31.2
1960,217,Sterling Drug,209.2,21.0
1960,218,Clark Equipment,208.2,12.4
1960,219,Wheeling Pittsburgh,207.3,7.0
1960,220,Cannon Mills,207.1,10.2
1960,221,Corning,204.9,24.3
1960,222,Kaiser Steel,201.9,-7.4
1960,223,Electric Autolite,201.6,10.1
1960,224,Kelsey-Hayes,201.6,7.1
